<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
25.09.2020,18:56:00,109808,114986,107960,111710,59
25.09.2020,18:57:00,113390,115274,107939,111782,10
25.09.2020,18:58:00,109324,115282,107987,114636,88
25.09.2020,18:59:00,113733,115069,108048,111887,30
25.09.2020,19:00:00,114840,114840,107997,109116,95
25.09.2020,19:01:00,114429,115246,108134,114013,78
25.09.2020,19:02:00,115239,115239,108003,109854,2
25.09.2020,19:03:00,114060,115274,108658,109525,24
25.09.2020,19:04:00,110626,115141,108098,111239,56
25.09.2020,19:05:00,112074,115133,107927,111740,56
25.09.2020,19:06:00,110576,115288,108052,108654,64
25.09.2020,19:07:00,109793,115043,107924,110429,57
25.09.2020,19:08:00,113178,115105,107930,110490,77
25.09.2020,19:09:00,114871,115298,108072,113638,34
25.09.2020,19:10:00,108809,115283,108006,112674,60
25.09.2020,19:11:00,109072,115270,107983,111651,94
25.09.2020,19:12:00,111142,115195,108111,112191,6
25.09.2020,19:13:00,112928,115081,107949,111892,80
25.09.2020,19:14:00,110099,115159,108024,109632,86
25.09.2020,19:15:00,111223,115252,108229,112166,25
25.09.2020,19:16:00,115125,115132,107919,110765,73
25.09.2020,19:17:00,108820,115117,107915,112651,87
25.09.2020,19:18:00,113267,115239,108018,108138,58
25.09.2020,19:19:00,114287,115157,108085,108704,41
25.09.2020,19:20:00,112308,115239,108176,109612,87
25.09.2020,19:21:00,112968,115211,108079,114145,93
25.09.2020,19:22:00,109161,115230,108156,110678,35
25.09.2020,19:23:00,111660,115266,108517,112374,90
25.09.2020,19:24:00,110001,115054,107999,112722,87
25.09.2020,19:25:00,109417,115296,107951,110068,89
25.09.2020,19:26:00,108280,115295,107919,114372,13
25.09.2020,19:27:00,115176,115291,107906,107996,41
25.09.2020,19:28:00,112467,115108,108399,113515,30
25.09.2020,19:29:00,112104,115262,108104,114701,37
25.09.2020,19:30:00,111329,115294,107948,114124,19
25.09.2020,19:31:00,111084,115246,108077,108077,47
25.09.2020,19:32:00,109842,115252,107983,109067,29
25.09.2020,19:33:00,110773,115166,108073,114849,89
25.09.2020,19:34:00,111107,114724,108058,108226,93
25.09.2020,19:35:00,112491,115202,107930,111568,34
25.09.2020,19:36:00,112669,115082,108085,112981,71
25.09.2020,19:37:00,114829,115123,107909,114668,54
25.09.2020,19:38:00,110452,114724,107948,109129,78
25.09.2020,19:39:00,109615,115106,108055,112800,67
25.09.2020,19:40:00,112237,115198,108101,108748,63
25.09.2020,19:41:00,112812,115249,107947,114507,8
25.09.2020,19:42:00,112630,115276,107992,110935,2
25.09.2020,19:43:00,114399,115206,107997,114308,73
25.09.2020,19:44:00,111331,115034,108008,114176,14
25.09.2020,19:45:00,110680,115194,108388,111214,59
25.09.2020,19:46:00,114847,115110,107993,111632,29
25.09.2020,19:47:00,111158,115207,107929,110375,74
25.09.2020,19:48:00,112491,115234,107977,111590,51
25.09.2020,19:49:00,115264,115297,107998,111506,90
25.09.2020,19:50:00,110854,115218,108029,111996,22
25.09.2020,19:51:00,109582,115190,108143,114621,37
25.09.2020,19:52:00,110773,115093,107954,114179,52
25.09.2020,19:53:00,108245,114921,107954,110202,18
25.09.2020,19:54:00,114593,115085,108210,110949,45
25.09.2020,19:55:00,112762,115058,108525,111611,42
25.09.2020,19:56:00,109996,115204,107982,114082,8
25.09.2020,19:57:00,114347,115219,107922,114554,47
25.09.2020,19:58:00,111868,115288,107912,113978,19
25.09.2020,19:59:00,113490,115287,108012,109146,67
25.09.2020,20:00:00,111131,115233,108366,113830,81
28.09.2020,10:00:00,109508,115249,107925,113556,77
28.09.2020,10:01:00,108531,115263,108033,108785,91
28.09.2020,10:02:00,112431,115230,108248,113573,6
28.09.2020,10:03:00,113824,115223,107910,112945,93
28.09.2020,10:04:00,114711,115162,107913,115115,17
28.09.2020,10:05:00,109448,115212,108001,112048,42
28.09.2020,10:06:00,108679,115235,107931,110988,58
28.09.2020,10:07:00,111740,115256,108019,111598,16
28.09.2020,10:08:00,108385,115280,107929,112880,17
28.09.2020,10:09:00,112898,115286,107932,108734,69
28.09.2020,10:10:00,109791,115113,107930,108138,65
28.09.2020,10:11:00,114073,115224,108187,109957,64
28.09.2020,10:12:00,115010,115180,108027,113799,77
28.09.2020,10:13:00,110323,115280,107914,109422,42
28.09.2020,10:14:00,111090,115145,107920,110725,83
28.09.2020,10:15:00,109267,115163,108077,108158,73
28.09.2020,10:16:00,114257,115288,107943,110015,57
28.09.2020,10:18:00,110872,115088,107905,111893,24
28.09.2020,10:19:00,109595,115263,107993,113575,19
28.09.2020,10:21:00,108199,115288,108010,108285,23
28.09.2020,10:22:00,113428,115274,107959,108456,64
28.09.2020,10:23:00,113714,115267,107956,109668,45
28.09.2020,10:24:00,108885,115145,108003,109313,26
28.09.2020,10:25:00,115214,115259,107951,111491,68
28.09.2020,10:26:00,108096,115273,108077,109954,19
28.09.2020,10:27:00,109709,115199,107959,112048,69
28.09.2020,10:28:00,110260,115092,108250,109290,59
28.09.2020,10:29:00,108253,115231,107932,114290,98
28.09.2020,10:30:00,108741,115062,107916,108086,70
28.09.2020,10:31:00,108232,115285,107908,111917,23
28.09.2020,10:32:00,113442,115287,107946,108907,80
28.09.2020,10:33:00,115128,115192,107950,110540,24
28.09.2020,10:34:00,113199,115255,108080,112873,3
28.09.2020,10:35:00,114185,115262,108265,114121,6
28.09.2020,10:36:00,107948,115182,107930,111403,65
28.09.2020,10:37:00,112707,115069,108123,109587,82
28.09.2020,10:38:00,112485,115262,108005,115111,12
28.09.2020,10:39:00,108464,115177,107970,112814,53
28.09.2020,10:40:00,111744,115298,108060,114376,25
28.09.2020,10:41:00,113301,115024,107957,112626,14
28.09.2020,10:42:00,114740,115269,108098,115269,16
28.09.2020,10:43:00,108247,114930,107974,109982,35
28.09.2020,10:44:00,108426,115213,107993,110653,69
28.09.2020,10:45:00,112833,115168,107955,111546,19
28.09.2020,10:46:00,113509,115145,107918,114564,28
28.09.2020,10:47:00,109635,115057,107982,113976,14
28.09.2020,10:48:00,109738,114911,107927,108960,65
28.09.2020,10:49:00,108525,115165,108244,108480,40
28.09.2020,10:50:00,113148,115134,107902,109093,88
28.09.2020,10:51:00,110003,115247,107900,114962,86
28.09.2020,10:52:00,110991,115262,107996,109277,40
28.09.2020,10:53:00,111238,115122,108001,108906,39
28.09.2020,10:54:00,109796,115282,107972,113809,43
28.09.2020,10:55:00,110937,115257,107906,114871,31
28.09.2020,10:56:00,111847,115288,107991,114952,69
28.09.2020,10:57:00,112225,115271,107906,107906,36
28.09.2020,10:58:00,112658,115266,108106,114114,52
28.09.2020,10:59:00,108727,115183,107916,113805,88
28.09.2020,11:00:00,110587,115009,107903,111793,49
28.09.2020,11:01:00,110611,115268,107908,113246,4
28.09.2020,11:02:00,113393,115001,108065,110508,39
28.09.2020,11:03:00,114000,115199,107910,112145,6
28.09.2020,11:04:00,110672,115032,107903,108580,58
28.09.2020,11:05:00,113095,115280,107928,113844,96
28.09.2020,11:06:00,112649,115299,107971,112109,83
28.09.2020,11:07:00,114619,115131,108092,110799,16
28.09.2020,11:08:00,109370,115159,108265,110804,39
28.09.2020,11:09:00,114000,115277,108048,114210,37
28.09.2020,11:10:00,114705,115275,108241,114924,54
28.09.2020,11:11:00,112987,115258,108120,108729,60
28.09.2020,11:12:00,108318,115234,107938,112710,33
28.09.2020,11:13:00,108062,115215,108062,108567,56
28.09.2020,11:14:00,109157,115040,107922,109195,16
28.09.2020,11:15:00,110665,115205,108142,110588,28
28.09.2020,11:16:00,113536,115216,107916,114124,19
28.09.2020,11:17:00,114815,115266,108035,114174,13
28.09.2020,11:18:00,109135,115285,107935,108353,58
28.09.2020,11:19:00,109154,115138,107994,108145,47
28.09.2020,11:20:00,109410,115292,107999,109318,21
28.09.2020,11:21:00,113227,114997,107957,108889,65
28.09.2020,11:22:00,110682,115225,108100,111376,89
28.09.2020,11:23:00,113641,115157,107964,109015,9
28.09.2020,11:24:00,112875,114993,107977,108487,5
28.09.2020,11:25:00,114842,115274,107967,108284,9
28.09.2020,11:26:00,108819,115254,108234,111068,22
28.09.2020,11:27:00,109098,114977,107928,111917,7
28.09.2020,11:28:00,114355,115161,108023,114582,91
28.09.2020,11:29:00,114842,115205,108004,111243,57
28.09.2020,11:30:00,108657,115059,107927,111316,33
28.09.2020,11:31:00,114817,115243,107984,113567,37
28.09.2020,11:32:00,113011,115287,108134,112031,29
28.09.2020,11:33:00,111633,114843,108076,110412,6
28.09.2020,11:34:00,113677,114986,107926,114135,76
28.09.2020,11:35:00,111297,115287,108050,109704,39
28.09.2020,11:36:00,115173,115297,107959,108944,68
28.09.2020,11:37:00,108804,115209,107958,108869,37
28.09.2020,11:39:00,113874,115283,107912,113199,21
28.09.2020,11:40:00,113417,115190,107990,109323,1
28.09.2020,11:41:00,112851,115185,108180,109673,41
28.09.2020,11:42:00,114670,115294,107951,110212,89
28.09.2020,11:43:00,113354,115251,107900,115220,97
28.09.2020,11:44:00,110543,115031,108067,111865,17
28.09.2020,11:45:00,109006,115261,108139,111881,83
28.09.2020,11:46:00,114045,115263,108289,108469,11
28.09.2020,11:47:00,109387,115200,108018,114085,28
28.09.2020,11:48:00,110853,115288,107918,110555,58
28.09.2020,11:50:00,109319,115161,108284,110207,75
28.09.2020,11:51:00,111492,115299,108200,111238,38
28.09.2020,11:52:00,112827,115234,108440,110672,40
28.09.2020,11:53:00,110283,115073,107947,110543,16
28.09.2020,11:54:00,113531,115289,108128,111568,66
28.09.2020,11:55:00,113489,115209,107973,111596,74
28.09.2020,11:56:00,110476,115158,107987,110380,13
28.09.2020,11:57:00,110757,115128,107977,113963,85
28.09.2020,11:58:00,114704,115215,107931,111392,12
28.09.2020,11:59:00,110107,115230,108010,114550,73
28.09.2020,12:00:00,109437,115251,107922,108684,98
28.09.2020,12:01:00,113579,115188,107952,109107,88
28.09.2020,12:02:00,110390,115267,108053,108559,9
28.09.2020,12:03:00,114186,115252,108125,113904,12
28.09.2020,12:04:00,114023,115187,108146,113301,14
28.09.2020,12:05:00,114473,115255,107996,115079,97
28.09.2020,12:06:00,110935,115232,108000,108910,36
28.09.2020,12:07:00,112246,115291,107919,108709,81
28.09.2020,12:08:00,112702,115144,107916,113278,80
28.09.2020,12:09:00,109412,115296,108000,108571,34
28.09.2020,12:10:00,114607,115074,108110,109448,69
28.09.2020,12:11:00,110410,115172,107943,110775,88
28.09.2020,12:12:00,113322,115295,108528,113183,15
28.09.2020,12:13:00,108153,115118,107938,113232,71
28.09.2020,12:14:00,110286,115267,107943,114246,8
28.09.2020,12:15:00,114211,115222,108218,110767,56
28.09.2020,12:16:00,110529,115260,107968,113075,31
28.09.2020,12:17:00,110320,115072,107908,110306,11
28.09.2020,12:18:00,108522,115144,108047,114521,58
28.09.2020,12:19:00,111966,115265,108218,113254,65
28.09.2020,12:20:00,112999,115244,108503,113359,14
28.09.2020,12:21:00,114442,115291,107984,114441,95
28.09.2020,12:22:00,112474,115283,107904,108369,48
28.09.2020,12:23:00,114457,115186,108257,113145,60
28.09.2020,12:24:00,114785,115297,107909,114980,87
28.09.2020,12:25:00,114157,115130,108188,111524,86
28.09.2020,12:26:00,115019,115167,108032,111399,87
28.09.2020,12:27:00,112824,115225,108064,114065,95
28.09.2020,12:28:00,109500,114829,107919,110309,87
28.09.2020,12:29:00,107926,115236,107926,108570,83
28.09.2020,12:30:00,109117,115209,107935,112733,57
28.09.2020,12:31:00,110073,115025,108033,113153,10
28.09.2020,12:32:00,108226,115255,107935,111451,53
28.09.2020,12:33:00,110765,115082,108027,111929,42
28.09.2020,12:34:00,108300,115224,108158,108158,41
28.09.2020,12:35:00,111582,115249,108039,112688,31
28.09.2020,12:36:00,109280,115260,108091,113635,52
28.09.2020,12:37:00,109811,115164,107975,107989,32
28.09.2020,12:38:00,111405,114968,107958,113735,59
28.09.2020,12:39:00,115175,115256,108168,115251,12
28.09.2020,12:40:00,111225,115178,107999,112266,70
28.09.2020,12:41:00,108672,115271,107959,108109,42
28.09.2020,12:42:00,110980,115128,108039,109599,25
28.09.2020,12:43:00,109447,115177,108112,111774,31
28.09.2020,12:44:00,109422,115278,108035,114181,93
28.09.2020,12:45:00,107962,115267,107944,111223,87
28.09.2020,12:46:00,114301,115269,108036,109046,52
28.09.2020,12:47:00,108444,115299,108225,111375,79
28.09.2020,12:48:00,109440,115254,107984,108367,74
28.09.2020,12:49:00,111073,114909,108003,111872,4
28.09.2020,12:50:00,111460,115157,107946,108189,14
28.09.2020,12:51:00,114396,115266,108250,109329,45
28.09.2020,12:52:00,114345,115197,108035,109928,90
28.09.2020,12:53:00,110085,115249,108298,114729,12
28.09.2020,12:54:00,114700,115201,107955,109014,29
28.09.2020,12:55:00,108667,115237,107948,114103,8
28.09.2020,12:56:00,112995,115201,107989,113191,23
28.09.2020,12:57:00,108215,115186,108204,109370,17
28.09.2020,12:58:00,108287,115124,108053,110407,30
28.09.2020,12:59:00,113054,115134,107999,112161,74
28.09.2020,13:00:00,112543,115273,107902,107902,50
28.09.2020,13:01:00,114680,115267,107943,113662,71
28.09.2020,13:02:00,113851,114744,107936,110008,93
28.09.2020,13:03:00,108925,114961,108066,113893,87
28.09.2020,13:04:00,109725,115060,108115,110027,82
28.09.2020,13:05:00,113947,115175,107918,111465,6
28.09.2020,13:06:00,114100,115089,107981,114495,96
28.09.2020,13:07:00,110815,115230,107911,114795,20
28.09.2020,13:08:00,109658,115155,108007,114182,17
28.09.2020,13:09:00,113933,115194,107975,108963,92
28.09.2020,13:10:00,108037,115224,107914,109383,92
28.09.2020,13:11:00,114938,115212,107956,114970,87
28.09.2020,13:12:00,114017,115290,108056,112932,67
28.09.2020,13:13:00,110130,115220,107927,110259,9
28.09.2020,13:14:00,112195,115179,107931,113667,1
28.09.2020,13:15:00,113719,115264,107947,108425,88
28.09.2020,13:16:00,108061,115085,108061,114013,34
28.09.2020,13:17:00,112066,115208,107937,114127,6
28.09.2020,13:18:00,112498,115256,108005,111777,26
28.09.2020,13:19:00,108418,115277,108123,108883,2
28.09.2020,13:20:00,110557,115150,107918,109873,90
28.09.2020,13:21:00,113450,115239,108175,108808,62
28.09.2020,13:22:00,113486,115210,107900,109941,94
28.09.2020,13:23:00,110325,115252,108010,111257,62
28.09.2020,13:24:00,112741,115230,107926,109689,63
28.09.2020,13:25:00,110527,115203,108177,113955,29
28.09.2020,13:26:00,112508,115124,108006,113076,55
28.09.2020,13:27:00,109917,115127,108378,115127,10
28.09.2020,13:28:00,113445,115190,108459,110147,7
28.09.2020,13:29:00,112757,115071,108070,114090,39
28.09.2020,13:30:00,110972,115277,108085,111122,45
28.09.2020,13:31:00,112914,115290,108024,112188,28
28.09.2020,13:32:00,109819,115185,108310,109585,23
28.09.2020,13:33:00,109234,115214,107969,113973,51
28.09.2020,13:34:00,110317,115189,107917,110342,18
28.09.2020,13:35:00,110299,115266,107962,113428,35
28.09.2020,13:36:00,112660,115149,107921,108656,48
28.09.2020,13:37:00,109489,115163,107913,108491,59
28.09.2020,13:38:00,110594,115056,108002,108026,15
28.09.2020,13:39:00,108467,115152,108366,109069,3
28.09.2020,13:40:00,109338,115269,108111,109938,97
28.09.2020,13:41:00,109972,115233,108120,109699,77
28.09.2020,13:42:00,110850,115253,107954,108977,15
28.09.2020,13:43:00,114361,115132,108174,110483,44
28.09.2020,13:44:00,113588,115219,108057,108830,12
28.09.2020,13:45:00,113971,115277,107991,111542,22
28.09.2020,13:46:00,112921,115022,107923,114190,66
28.09.2020,13:47:00,108378,115229,108002,113322,16
28.09.2020,13:48:00,111237,115129,107979,108389,43
28.09.2020,13:49:00,109702,115229,107910,111304,98
28.09.2020,13:50:00,111566,115276,107916,111421,72
28.09.2020,13:51:00,113180,115240,107947,113707,23
28.09.2020,13:52:00,114028,115287,108032,113443,39
28.09.2020,13:53:00,108970,114763,107974,114103,64
28.09.2020,13:54:00,113588,115299,108014,115299,5
28.09.2020,13:55:00,109660,115220,108039,111130,62
28.09.2020,13:56:00,110159,115167,107931,109409,45
28.09.2020,13:57:00,114503,115256,107984,112572,84
28.09.2020,13:58:00,109183,115086,107994,110097,66
28.09.2020,13:59:00,114359,115240,107913,113967,54
28.09.2020,14:00:00,109090,115133,108033,109131,59
28.09.2020,14:01:00,114638,115114,107973,109929,8
28.09.2020,14:02:00,114502,115265,107997,110433,46
28.09.2020,14:03:00,108040,115204,108040,113525,52
28.09.2020,14:04:00,114887,114967,108061,108090,66
28.09.2020,14:05:00,111936,115169,107908,113654,17
28.09.2020,14:06:00,111053,115214,108072,109066,50
28.09.2020,14:07:00,113464,115242,108360,111322,66
28.09.2020,14:08:00,110654,115282,108118,110027,54
28.09.2020,14:09:00,112789,115240,107903,115146,5
28.09.2020,14:10:00,111274,115274,108029,114899,76
28.09.2020,14:11:00,108256,115261,108088,114787,29
28.09.2020,14:12:00,114533,115202,108261,114869,10
28.09.2020,14:13:00,112595,115239,107901,107901,8
28.09.2020,14:14:00,111037,115249,108194,109537,23
28.09.2020,14:15:00,111215,114784,107922,111166,79
28.09.2020,14:16:00,113266,115172,108070,111148,70
28.09.2020,14:17:00,108256,115179,107979,114067,95
28.09.2020,14:18:00,114198,115258,108096,115258,72
28.09.2020,14:19:00,113034,115263,108152,109519,59
28.09.2020,14:20:00,112304,114868,108125,110923,57
28.09.2020,14:21:00,111667,115120,107938,111005,17
28.09.2020,14:22:00,112229,115212,107991,111932,32
28.09.2020,14:23:00,110638,115299,107931,110401,69
28.09.2020,14:24:00,112128,115222,107917,110800,46
28.09.2020,14:25:00,110624,115279,108021,113586,36
28.09.2020,14:26:00,112566,115112,107988,113443,59
28.09.2020,14:27:00,114269,115284,108153,110927,46
28.09.2020,14:28:00,108454,115297,108098,109590,80
28.09.2020,14:29:00,114146,115147,107905,110374,36
28.09.2020,14:30:00,109523,115289,107995,113971,7
28.09.2020,14:31:00,114338,115288,108105,108393,32
28.09.2020,14:32:00,114911,115258,108062,113256,45
28.09.2020,14:33:00,112890,115261,107919,108113,29
28.09.2020,14:34:00,112640,115187,107958,113685,94
28.09.2020,14:35:00,113846,115298,107925,113543,95
28.09.2020,14:36:00,108857,115168,107919,112429,71
28.09.2020,14:37:00,111059,115241,107920,109988,10
28.09.2020,14:38:00,111229,115170,107911,110470,4
28.09.2020,14:39:00,114732,115181,108203,112814,74
28.09.2020,14:40:00,110814,115288,107900,110928,64
28.09.2020,14:41:00,112875,115164,107970,110070,43
28.09.2020,14:42:00,111593,115257,107911,110182,49
28.09.2020,14:43:00,112113,115240,108233,114904,91
28.09.2020,14:44:00,115096,115104,108259,112184,8
28.09.2020,14:45:00,111674,115126,107924,113789,11
28.09.2020,14:46:00,113686,115064,107918,111704,49
28.09.2020,14:47:00,112673,115200,108273,113743,18
28.09.2020,14:48:00,108172,115253,107959,108166,9
28.09.2020,14:49:00,108906,115273,108067,108067,95
28.09.2020,14:50:00,108963,115298,108251,111061,71
28.09.2020,14:52:00,112279,115227,107904,112804,86
28.09.2020,14:53:00,114393,115272,107902,114170,70
28.09.2020,14:54:00,114887,115141,107929,114369,93
28.09.2020,14:55:00,111798,115288,108130,113149,79
28.09.2020,14:56:00,112740,115148,107924,114354,11
28.09.2020,14:57:00,109763,115272,108074,114748,54
28.09.2020,14:58:00,110074,115162,107931,109299,51
28.09.2020,14:59:00,112368,115269,108177,110303,24
28.09.2020,15:00:00,114185,115108,108017,113962,14
28.09.2020,15:01:00,109178,115242,108091,113221,78
28.09.2020,15:02:00,112347,115253,108002,110611,54
28.09.2020,15:03:00,113691,115273,107941,113219,61
28.09.2020,15:04:00,109367,115202,107900,113987,44
28.09.2020,15:05:00,108700,114828,108101,109264,98
28.09.2020,15:06:00,109812,115234,108034,113287,35
28.09.2020,15:07:00,111723,115298,108079,112274,92
